"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
314,"NCT04296734","Prenatal Depression Prevention Effects on Parenting and Young Child Self-Regulation and Functioning","EPIC","Recruiting","No Results Available","Postpartum Depression|Child Development|Parenting|Child Self-Regulation","Behavioral: Mothers and Babies","Maternal depressive symptoms|Parenting outcomes ) of parenting self-efficacy (SE) and Parenting Hostile Reactive Behavior (HRB)|Child self-regulation outcomes|Maternal mental health and cognitive-behavioral skills|Parenting outcomes of parental positive affect, sensitive responsiveness, and verbalizations","Northwestern University|Ann & Robert H Lurie Children's Hospital of Chicago|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","18 Months and older   (Child, Adult, Older Adult)",,"1287","Other|NIH","Observational","Observational Model: Case-Control|Time Perspective: Prospective","HD097215|GRANT12740559|1R01HD097215-01A1","November 14, 2019","January 31, 2024","May 31, 2024","March 5, 2020",,"May 6, 2023","Northwestern University Feinberg School of Medicine, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT04296734"
315,"NCT05484999","The Maternal Well-Being Study","MWB","Active, not recruiting","No Results Available","Postpartum Depression|Postpartum Anxiety|Weight Retention, Postpartum|Nutritional and Metabolic Diseases","Other: Meals|Other: Meals + Social Support|Other: Control","% of meals delivered to and consumed by subjects|perception of the nutritious home delivered meal program|% of Edinburgh postnatal depression scale score >15 at 12 weeks postpartum","Texas Tech University Health Sciences Center","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","84","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention","A22-4290","May 16, 2022","June 30, 2024","December 30, 2024","August 2, 2022",,"February 13, 2024","Texas Tech University Health Sciences Center, Amarillo, Texas, United States",,"https://ClinicalTrials.gov/show/NCT05484999"
316,"NCT04087317","Vaginal Postpartum Pain Management Protocol Comparison",,"Completed","No Results Available","Pain|Post Partum Depression|Opioid Use|Breast Feeding","Drug: Paracetamol 1000 Mg Oral Tablet|Drug: Ibuprofen 400Mg Tab|Drug: Ibuprofen 400 mg|Drug: MIR","Visual analog scale (VAS) score difference in the 24 first hours.|Amount of additional analgesia requirements.|Total analgesia requirements.|Breastfeeding rate.|Treatments side effects.|Visual analog scale (VAS) score difference up to maternal discharge.","Rambam Health Care Campus","Female","18 Years to 45 Years   (Adult)","Not Applicable","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Rambam Health Care Center.","June 1, 2020","June 30, 2022","July 30, 2022","September 12, 2019",,"January 3, 2024","Rambam, Ramat Yishai, Israel",,"https://ClinicalTrials.gov/show/NCT04087317"
317,"NCT05362305","Essential Coaching for Every Mother in Tanzania","ECEMTZ","Not yet recruiting","No Results Available","Self Efficacy|Postpartum Depression|Postpartum Anxiety|Breastfeeding","Behavioral: Essential Coaching for Every Mother","Recruitment Effectiveness|Implementation Dose|Implementation Engagement|Implementation Quality|Newborn Care Knowledge|Maternal Self-Efficacy|Breastfeeding Self-Efficacy|Postpartum Depression|Postpartum Anxiety|Newborn morbidity|Newborn mortality|Need for readmission|Postnatal Clinic Attendance","IWK Health Centre","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","180","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Care Provider)|Primary Purpose: Supportive Care","ECEMTZ","May 2024","September 2024","January 2025","May 5, 2022",,"March 5, 2024",,,"https://ClinicalTrials.gov/show/NCT05362305"
318,"NCT06053515","Rosie the Chatbot: Leveraging Automated and Personalized Health Information Communication",,"Recruiting","No Results Available","Pregnancy|Postpartum Depression|Infant Development|Infant Conditions","Behavioral: Rosie the Chatbot","Maternal postpartum depression|Number of emergency room visits|Attendance of well-baby visits (preventive healthcare visits)","University of Maryland, College Park|National Institutes of Health (NIH)|National Institute on Minority Health and Health Disparities (NIMHD)","Female","14 Years to 99 Years   (Child, Adult, Older Adult)","Not Applicable","400","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","5R01MD016037-03|3R01MD016037-03S1","October 9, 2023","May 20, 2025","June 30, 2026","September 25, 2023",,"November 28, 2023","University of Maryland, College Park, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT06053515"
319,"NCT03965572","Factors and Outcomes Associated With Postpartum Cabergoline Use",,"Unknown status","No Results Available","Lactation Suppressed|Cabergoline Adverse Reaction|Postpartum DVT|Postpartum Depression",,"Demographics of women requesting cabergoline|Number of participants experiencing immediate treatment-related adverse events|Number of participants experiencing early treatment-related adverse events|Number of participants experiencing late treatment-related adverse events|Motivations conducting participants to ask for a lactation suppression drug immediatly after giving birth","Laniado Hospital","Female","16 Years to 65 Years   (Child, Adult, Older Adult)",,"100","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","0017-19-LND","June 7, 2019","December 31, 2022","May 12, 2023","May 29, 2019",,"September 28, 2021","Laniado Hospital, The Betty Retter Mother & Baby Medical Center, Netanya, Israel",,"https://ClinicalTrials.gov/show/NCT03965572"
320,"NCT05268588","mHealth India Postnatal Health Intervention Effectiveness","Kushal Maa","Not yet recruiting","No Results Available","Health Knowledge, Attitudes, Practice|Post Partum Depression|Breastfeeding|Nutrition, Healthy","Behavioral: MESSSSAGE intervention","Exclusive breastfeeding|Postpartum depression|Postpartum family planning adoption|Maternal and neonatal danger sign knowledge|Maternal and neonatal health care use|Neonatal preventive health care use|Infant vaccination","University of California, San Francisco|Post Graduate Institute of Medical Education and Research, Chandigarh|Indraprastha Institute of Information Technology|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Sangath","Female","18 Years to 49 Years   (Adult)","Not Applicable","2100","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","P0555059|R01HD108510","July 1, 2024","June 30, 2027","June 30, 2027","March 7, 2022",,"April 3, 2024","Indraprastha Institute for Information Technology, New Delhi, Delhi, India|Post-Graduate Institute for Medical Education and Research, Chandigarh, Haryana, India|Sangath, Bhopal, Madhya Pradesh, India",,"https://ClinicalTrials.gov/show/NCT05268588"
321,"NCT04051320","Characterizing the Neural Substrates of Irritability in Women: an Experimental Neuroendocrine Model",,"Completed","Has Results","Perinatal Depression|Post Partum Depression|Depression, Postpartum|Depression","Drug: Leuprolide Acetate 3.75 MG/ML|Drug: Estradiol 2 Mg tablet|Drug: Micronized progesterone","Mean Threat Processing Bias During Visual Dot-probe Paradigm Over Time|Mean Right Amygdala-medial Prefrontal Cortex BOLD Connectivity During Implicit Emotion Face Processing Task Over Time|Mean Left Amygdala-medial Prefrontal Cortex BOLD Connectivity During Implicit Emotion Face Processing Task Over Time|Mean Reactive Aggression During Hormone Addback Over Time|Mean BOLD Activation of the Right Amygdala During the Affective Posner Task Over Time|Mean BOLD Activation of the Left Amygdala During the Affective Posner Task Over Time|Mean BOLD Activation of the Right Caudate During the Affective Posner Task Over Time|Mean BOLD Activation of the Left Caudate During the Affective Posner Task Over Time|Mean BOLD Activation of the Right Putamen During the Affective Posner Task Over Time|Mean BOLD Activation of the Left Putamen During the Affective Posner Task Over Time|Mean BOLD Activation of the Right Nucleus Accumbens During the Affective Posner Task Over Time|Mean BOLD Activation of the Left Nucleus Accumbens During the Affective Posner Task Over Time|Correlation Between the Inventory of Depressive and Anxiety Symptoms (IDAS) Ill -0.8Scale and Threat Attention Bias|Correlation Between the Inventory of Depressive and Anxiety Symptoms (IDAS) Ill Temper Scale and Right Amygdala-medial Prefrontal Cortex (PFC) BOLD Connectivity.|Correlation Between the Inventory of Depressive and Anxiety Symptoms (IDAS) Ill Temper Scale and Left Amygdala-medial Prefrontal Cortex (PFC) BOLD Connectivity.|Correlation Between Irritability and Reactive Aggression During Hormone Addback|Correlation Between Irritability Subcortical Activation in HS+ During Hormone Addback","University of North Carolina, Chapel Hill|National Institute of Mental Health (NIMH)","Female","22 Years to 45 Years   (Adult)","Phase 2","23","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Basic Science","19-0401|R21MH119615-01","January 2, 2020","July 15, 2022","July 19, 2022","August 9, 2019","August 25, 2023","August 25, 2023","University of North Carolina at Chapel Hill School of Medicine, Chapel Hill, North Carolina, United States","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/20/NCT04051320/Prot_SAP_000.pdf|""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/20/NCT04051320/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT04051320"
322,"NCT03837392","Efficacy of Brief Acceptance and Commitment Therapy (ACT) for Perinatal Anxiety",,"Completed","No Results Available","Post Partum Depression|Perinatal Depression|Post Partum Anxiety|Perinatal Anxiety","Diagnostic Test: Baseline Assessment (18-26 weeks pregnant)|Behavioral: Online Intervention and Phone Coaching Interventions|Diagnostic Test: Follow Up Assessments: 34-36 weeks pregnant and 4-week postpartum|Diagnostic Test: Follow Up Assessments: 8 weeks postpartum","Change in Inventory of Mood and Anxiety Symptoms (IMAS-R) scores from Baseline|Change in Five Facet Mindfulness Questionnaire|Change in Acceptance and Action Questionnaire (AAQ-2) from Baseline","University of Iowa","Female","18 Years to 45 Years   (Adult)","Not Applicable","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","202002658","June 1, 2020","January 31, 2023","June 30, 2023","February 12, 2019",,"July 12, 2023","University of Iowa, Iowa City, Iowa, United States",,"https://ClinicalTrials.gov/show/NCT03837392"
323,"NCT04285437","The Effects of Massage Therapy on Term Neonates Development and on Maternal Bonding",,"Unknown status","No Results Available","Infant Development|Breastfeeding|Postnatal Depression","Behavioral: infant massage","The rate of pairs that have Edinburgh Postnatal Depression Scale scored > 12|Change of the number of crying times over 15 minutes at 2 month - old - infant|The rate of pairs that have breastfeeding|The mean of Edinburgh Postnatal Depression Scale|Change of the number of defecation times at 2 month - old - infant|Change of the number of spitting up at 2 month - old - infant|Change of weight at 2 month - old - infant|Change of height at 2 month - old - infant|Change of head circle at 2 month - old - infant","University of Medicine and Pharmacy at Ho Chi Minh City","All","1 Day to 15 Days   (Child)","Not Applicable","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","414A/ĐHYD-HĐĐĐ","January 31, 2020","December 1, 2020","December 30, 2020","February 26, 2020",,"February 26, 2020","University of Medicine and Pharmacy, Ho Chi Minh City, Vietnam",,"https://ClinicalTrials.gov/show/NCT04285437"
