"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
1014,"NCT03438214","Effect of Intermittent Infusion Versus Continuous Infusion of Vancomycin on Kidney Failure in Critically Ill Patients","ETERNITY","Unknown status","No Results Available","Gram-Positive Bacterial Infections|Nephrotoxicity|Sepsis","Drug: Vancomycin Continuous infusion|Drug: Vancomycin Intermittent infusion","Acute renal failure|Hypersensibility reactions with vancomycin|Length of ICU stay|Time of treatment with the antimicrobial|Length of hospitalization|Mortality rate","University of Sao Paulo","All","18 Years and older   (Adult, Older Adult)","Phase 4","222","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","81226617.8.1001.0065","April 28, 2018","February 28, 2020","December 1, 2022","February 19, 2018",,"April 5, 2018","Faculty of Medicine University os São Paulo, São Paulo, SP, Brazil",,"https://ClinicalTrials.gov/show/NCT03438214"
1015,"NCT02693483","Preoperative Vaginal Cleansing With Povidone Iodine and the Risk of Post Cesarean Endometritis",,"Unknown status","No Results Available","Infection; Cesarean Section","Drug: 10% povidone iodine","Number of Subjects with post cesarean endometritis|Number of Subjects with allergic reaction to povidone iodine","Ain Shams Maternity Hospital","Female","18 Years to 40 Years   (Adult)","Phase 4","306","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","povidone iodine","April 2015","June 2016","October 2016","February 26, 2016",,"February 26, 2016","Ain Shams maternity hospital, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT02693483"
1016,"NCT02785445","Healthy.io Method Comparison & User Performance Study",,"Completed","No Results Available","Urinary Tract Infection|Kidney Failure|Diabetes","Device: Dip.io Home Based Dipstick Analyzer|Device: ACON U500 Mission® U500 Urine Analyzer","Exact and ±1 agreement to compared device|User performance","Healthy.io Ltd.","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","425","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","CTP-Healthy.io-01/03","October 2015","June 2017","September 2017","May 27, 2016",,"September 11, 2017","Atlanta Center for Medical Research, Atlanta, Georgia, United States|AccuMed Research Associates, Garden City, New York, United States",,"https://ClinicalTrials.gov/show/NCT02785445"
1017,"NCT00929526","Extension Study of the Efficacy of the GSK 580299 Vaccine in Japanese Women Vaccinated in the Primary NCT00316693 Study",,"Completed","Has Results","Infections, Papillomavirus","Procedure: Liquid-based cytology (LBC) sampling|Procedure: Blood sampling","Number of Subjects Reporting Histopathologically Confirmed Cervical Intraepithelial Neoplasia (CIN)1+ Cases Associated With HPV16 and/or HPV18 Detected Within the Lesional Component of the Cervical Tissue Specimen.|Number of Subjects Reporting Cytological Abnormalities and Lesions Associated With HPV-16 and/or HPV-18.|Number of Subjects Reporting Cytologically Confirmed Abnormalities and Lesions Concurrently Associated With Any Oncogenic HPV Types.|Number of Subjects Reporting CIN1+ Associated With Any Oncogenic HPV Types Detected Within the Lesional Component of the Cervical Tissue Specimen.|Number of Subjects Reporting Incident Cervical Infection Associated With HPV-16 and/or 18.|Number of Subjects Reporting Incident Cervical Infection With Any Oncogenic HPV Types.|Number of Subjects Reporting Persistent Long-term Cervical Infection (12-month Definition) With HPV-16 and/or 18.|Number of Subjects Reporting Persistent Long-term Cervical Infection (12-month Definition) With Any Oncogenic HPV-types.|Number of Subjects With HPV-16 and HPV-18 Antibodies Titers Equal to or Above the Assay Cut-off Values.|HPV-16 and HPV-18 Antibody Titers|Number of Subjects Reporting Serious Adverse Events (SAEs).|Number of Subjects With New Onset of Chronic Diseases (NOCDs) Regardless of Causal Relationship to Vaccination and Intensity.|Number of Subjects With New Onset of Autoimmune Diseases (NOADs) Regardless of Causal Relationship to Vaccination and Intensity.|Number of Subjects With Medically Significant Conditions (MSCs).|Number of Subjects With Pregnancies and Pregnancy Outcomes.","GlaxoSmithKline","Female","20 Years to 25 Years   (Adult)","Phase 3","752","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","112949","June 2009","February 2011","February 2011","June 29, 2009","October 15, 2012","October 20, 2016","GSK Investigational Site, Aomori, Japan|GSK Investigational Site, Fukui, Japan|GSK Investigational Site, Hiroshima, Japan|GSK Investigational Site, Hiroshima, Japan|GSK Investigational Site, Kagoshima, Japan|GSK Investigational Site, Kagoshima, Japan|GSK Investigational Site, Miyazaki, Japan|GSK Investigational Site, Osaka, Japan|GSK Investigational Site, Tokyo, Japan|GSK Investigational Site, Tokyo, Japan|GSK Investigational Site, Tokyo, Japan|GSK Investigational Site, Tokyo, Japan|GSK Investigational Site, Tokyo, Japan",,"https://ClinicalTrials.gov/show/NCT00929526"
1018,"NCT00546195","Infant Immune Response to Bacterial Infection",,"Completed","No Results Available","Prematurity|Histologic Chorioamnionitis",,,"Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institutes of Health Clinical Center (CC)","All","Child, Adult, Older Adult",,"45","NIH","Observational","Time Perspective: Prospective","999908011|08-CH-N011","October 15, 2007",,"March 29, 2011","October 18, 2007",,"July 2, 2017","National Institute of Child Health and Human Development (NICHD), 9000 Rockville, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00546195"
1019,"NCT02740777","Evaluating the 2-dose Immunization Schedule of Human Papillomavirus (HPV)-16/18 in Adolescent Females",,"Completed","No Results Available","Human Papillomavirus|Cervical Intraepithelial Neoplasia|Persistent Infection","Biological: HPV-16/18 vaccine","HPV-16 and HPV-18 antibody titers (GMT)|HPV-16 and HPV-18 antibody titers (GMT) and the seroconversion rate|Local and systemic adverse events (AEs)","Shanghai Zerun Biotechnology Co.,Ltd|Guangxi Center for Disease Control and Prevention","Female","9 Years to 24 Years   (Child, Adult)","Phase 2","900","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","311-HPV-1004","February 2016","November 2016","July 2019","April 15, 2016",,"April 13, 2023","Hezhou Center for Disease Prevention and Control, Hezhou, Guangxi, China|Zhongshan Center for Disease Prevention and Control, Zhongshan, Guangxi, China",,"https://ClinicalTrials.gov/show/NCT02740777"
1020,"NCT02812914","NACER II: Reducing Prenatal Exposures to Household Air Pollution in Rural Guatemala Through a Gas Stove/Behavior Intervention to Improve Neonatal Health",,"Completed","No Results Available","Premature Birth|Fetal Growth Retardation|Infections, Respiratory|Exposure to Environmental Pollution, Non-occupational|Infant, Small for Gestational Age","Other: Low-cost gas stove|Behavioral: Peer education classes|Behavioral: Resource-intensive behavioral intervention approach","Change in urinary polycyclic aromatic hydrocarbon (PAH) and volatile organic compound (VOC) metabolite concentrations|Change in 48-hour mean personal carbon monoxide exposure|Change in 48-hour mean kitchen particulate matter concentration|Change in 48-hour mean personal particulate matter exposure|Change in weekly use of gas stoves (cooking events and total cooking time) using temperature loggers|Preterm birth|Low birth weight|Respiratory illness","University of California, San Francisco|Universidad del Valle, Guatemala","Female","18 Years to 45 Years   (Adult)","Not Applicable","50","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","15-17003","April 2016","June 19, 2017","June 19, 2017","June 24, 2016",,"October 27, 2017","San Lorenzo Health Center, San Lorenzo, Guatemala",,"https://ClinicalTrials.gov/show/NCT02812914"
1021,"NCT03341819","Comparative Study Between Retained and Non-retained Urinary Catheter in Total Knee Arthorplasty With Epidural Anesthesia",,"Completed","No Results Available","Postoperative Urinary Retention|Urinary Tract Infections|Epidural Anesthesia","Procedure: Total knee arthroplasty|Procedure: Urinary Catheterization","postoperative urinary retention|urinary tract infection","Navamindradhiraj University","All","50 Years to 80 Years   (Adult, Older Adult)","Not Applicable","242","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","COA 126/2560","November 6, 2017","April 5, 2019","October 25, 2019","November 14, 2017",,"November 25, 2019","Navamindradhiraj University, Dusit, Bangkok, Thailand",,"https://ClinicalTrials.gov/show/NCT03341819"
1022,"NCT03813576","Acceptability and Efficacy of Self-sampling for Cervical Cancer Screening: A Pilot Study",,"Unknown status","No Results Available","Cervical Cancer|Cervical Dysplasia|Human Papillomavirus Infection","Diagnostic Test: Self-collected HPV vaginal swab","Sensitivity and specificity of self-collected HPV swabs|Participant acceptability of self-collected HPV swabs","National University Hospital, Singapore","Female","30 Years to 69 Years   (Adult, Older Adult)","Not Applicable","300","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","2018/00846","March 2019","August 2019","December 2019","January 23, 2019",,"January 23, 2019",,,"https://ClinicalTrials.gov/show/NCT03813576"
1023,"NCT04390113","Study to Evaluate Viralym-M (ALVR105) for the Treatment of Virus-Associated Hemorrhagic Cystitis (HC)",,"Terminated","No Results Available","BK Virus Infection|Hemorrhagic Cystitis","Biological: Posoleucel (ALVR105)|Biological: Placebo","Time until urine is visually clear of hematuria|Time until bladder pain is resolved|Days in the hospital for any reason|Time to resolution for target all viruses|Average daily bladder/lower abdominal pain|Incidence and severity of acute graft versus host disease and cytokine release syndrome","AlloVir","All","1 Day and older   (Child, Adult, Older Adult)","Phase 3","97","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","AVM-003-HC","March 18, 2021","January 31, 2024","January 31, 2024","May 15, 2020",,"February 2, 2024","City of Hope National Medical Center, Duarte, California, United States|Children's Hospital of Los Angeles, Los Angeles, California, United States|Yale University School of Medicine - Yale Cancer Center, New Haven, Connecticut, United States|Children's National Medical Center, Washington, District of Columbia, United States|University of Miami, Miami, Florida, United States|Moffitt, Tampa, Florida, United States|Northside Hospital, Atlanta, Georgia, United States|Northwestern Memorial Hospital, Chicago, Illinois, United States|University of Kansas Cancer Center, Kansas City, Kansas, United States|Johns Hopkins Medicine, Baltimore, Maryland, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|University of Minnesota, Minneapolis, Minnesota, United States|Children's Mercy Hospital - Kansas City, Kansas City, Missouri, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Hackensack University Medical Center, Hackensack, New Jersey, United States|Roswell Park Comprehensive Cancer Center, Buffalo, New York, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States|Ohio State University Medical Center (OSUMC), Columbus, Ohio, United States|Oregon Health & Science University, Portland, Oregon, United States|Children's Hospital of Philadelphia (CHOP), Philadelphia, Pennsylvania, United States|The University of Texas Southwestern Medical Center, Dallas, Texas, United States|Virginia Commonwealth University, Richmond, Virginia, United States|Fred Hutchinson Cancer Research Center, Seattle, Washington, United States|Froedtert Hospital and the Medical College of Wisconsin, Milwaukee, Wisconsin, United States|CHU de Lille - Hopital Claude Huriez, Lille, France|CHU de Nantes - Hôtel-Dieu, Nantes, France|AP-HP Hopital Saint-Louis, Paris, France|HCL Centre Hospitalier Lyon Sud, Pierre-Bénite, France|IUCT-Oncopole, Toulouse, France|Azienda Ospedaliero-Universitaria Careggi, Firenze, Italy|Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico di Milano, Milano, Italy|IRCCS Ospedale San Raffaele, Milano, Italy|Ospedale Pediatrico Bambino Gesù, Roma, Italy|Fondazione Policlinico Universitario A. Gemelli IRCCS - Universita Cattolica del Sacro Cuore, Rome, Italy|Istituto Clinico Humanitas, Rozzano, Italy|Azienda Ospedaliera Universitaria Integrata Verona-Ospedale Borgo Trento, Verona, Italy|Chonnam National University Hwasun Hospital, Jeongnam, Korea, Republic of|Asan Medical Center, Seoul, Korea, Republic of|Pusan National University Hospital, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Republic of|Seoul St. Mary's Hospital, The Catholic University of Korea, Seoul, Korea, Republic of|Severance Hospital, Yonsei University Health System, Seoul, Korea, Republic of|Hospital Clinic Barcelona, Barcelona, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Regional Universitario de Malaga, Málaga, Spain|Hospital Universitari i Politecnic La Fe, Valencia, Spain|Karolinska University Hospital, Stockholm, Sweden|University Hospitals Bristol NHS Foundation Trust, Bristol, United Kingdom|Queen Elizabeth University Hospital - Glasgow, Glasgow, United Kingdom|Great Ormond Street Hospital for Children, London, United Kingdom|Hammersmith Hospital, London, United Kingdom|The Royal Marsden NHS Foundation Trust, London, United Kingdom|University College London Hospital, London, United Kingdom|Nottingham University Hospitals, Nottingham, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04390113"
