"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
1189,"NCT05027958","Characterization of Tissue-Specific Immune Responses to Bronchoscopic Instillation of Mycobacterial Antigens Into the Human Lung",,"Recruiting","No Results Available","Healthy|Latent Tuberculosis Infection (LTBI)","Drug: Tuberculin Purified Protein Derivative","pulmonary immune response to mycobacterial antigens|location and longevity of immune cell activity in the pulmonary parenchyma and thoracic lymph nodes","National Heart, Lung, and Blood Institute (NHLBI)|National Institutes of Health Clinical Center (CC)","All","18 Years to 64 Years   (Adult)","Early Phase 1","100","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Basic Science","210027|21-H-0027","May 3, 2022","January 1, 2026","January 1, 2026","August 31, 2021",,"March 29, 2024","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT05027958"
1190,"NCT00810407","Safety And Efficacy Of Rifabutin In Patients For Non-HIV Patients",,"Completed","Has Results","Tuberculosis|Non-tuberculous Mycobacterial Diseases (Including MAC Disease)","Drug: rifabutin","Number of Participants With Treatment-Related Adverse Events|Number of Participants With Treatment-Related Adverse Events Unexpected From Japanese Package Insert|Number of Participants With Treatment-Related Adverse Events by Diagnosis|Number of Participants With Treatment-Related Adverse Events by Gender|Number of Participants With Treatment-Related Adverse Events by Age|Clinical Efficacy Rate|Clinical Efficacy Rate by Diagnosis|Clinical Efficacy Rate by Gender|Clinical Efficacy Rate by Age","Pfizer","All","Child, Adult, Older Adult",,"628","Industry","Observational","Observational Model: Case-Only|Time Perspective: Prospective","A0061006","November 2008","July 2016","July 2016","December 18, 2008","March 7, 2019","March 7, 2019",,,"https://ClinicalTrials.gov/show/NCT00810407"
1191,"NCT04122404","POC Strategies to Improve TB Care in Advanced HIV Disease","TBPOC","Completed","No Results Available","Extrapulmonary Tuberculosis|Tuberculosis, Pulmonary|Human Immunodeficiency Virus (HIV)|Acquired Immunodeficiency Syndrome","Diagnostic Test: LF-LAM","Time to TB treatment initiation|TB related morbidity|TB case detection|Time to TB diagnosis|Time to all-cause mortality.","University of Southern Denmark|Odense University Hospital|National Tuberculosis Control Programme, Ghana|Odense Patient Data Explorative Network|University of Ghana|Tema General Hospital, Ghana|Lekma Hospital, Ghana|Korle-Bu Teaching Hospital, Ghana","All","18 Years and older   (Adult, Older Adult)","Not Applicable","425","Other","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","OP_861","October 14, 2019","January 30, 2022","January 30, 2022","October 10, 2019",,"May 23, 2022","Korle Bu Teaching Hospital, Accra, Ghana|Tema General Hospital, Tema, Ghana|Lekma Hospital, Teshie, Ghana",,"https://ClinicalTrials.gov/show/NCT04122404"
1192,"NCT05091580","Effectiveness and Cost-Effectiveness of Depression Treatment for Individuals With TB in South Africa",,"Recruiting","No Results Available","Depression|Tuberculosis","Behavioral: Interpersonal Counseling|Behavioral: Enhanced treatment as usual","TB treatment success rate|Depression remission rate","New York State Psychiatric Institute|Columbia University|Desmond Tutu HIV Foundation|University of Cape Town|National Institute of Allergy and Infectious Diseases (NIAID)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1410","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","8217|R01AI148461","March 23, 2023","December 31, 2025","September 30, 2026","October 25, 2021",,"July 17, 2023","Desmond Tutu HIV Foundation, Cape Town, South Africa",,"https://ClinicalTrials.gov/show/NCT05091580"
1193,"NCT04412239","To Assess the Efficiency and Satisfaction of Pharmacist Giving Patient-centred Advice on Telephone Consultation in TB Patients: Experience of the COVID-19 Pandemic","Coronavirus19","Unknown status","No Results Available","TB - Tuberculosis|Patient Satisfaction","Behavioral: Patient-centred advice on Telephone Consultation in TB Patients:","Efficiency of the telephone consultation,|Patient satisfaction|Adherence Rate","Health Science Center of Xi'an Jiaotong University|Pakistan Institute of Medical Sciences Islamabad Pakistan|District Headquarter Hospital Bannu Pakistan","All","18 Years and older   (Adult, Older Adult)","Not Applicable","200","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","NO, F6-2017/NTP-ADMIN","April 20, 2020","December 20, 2020","December 20, 2020","June 2, 2020",,"November 18, 2020","Dhq Bannu Kpk, Bannu, KPK, Pakistan|District Bannu TB Control Center, Bannu, KPK, Pakistan",,"https://ClinicalTrials.gov/show/NCT04412239"
1194,"NCT06221735","Evaluating the Accuracy of New Tests for TB Infection Diagnosis","TB infection","Not yet recruiting","No Results Available","Latent Tuberculosis|TB Infection|Tuberculosis","Diagnostic Test: Cy-TB test|Diagnostic Test: STANDARD F TB-Feron FIA test","Sensitivity|Specificity","Freundeskreis Für Internationale Tuberkulosehilfe e.V","All","18 Years and older   (Adult, Older Adult)","Not Applicable","350","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","TBI Testing","April 2024","December 2024","December 2025","January 24, 2024",,"February 20, 2024","Vietnam National Lung Hospital, Ha Noi, Vietnam",,"https://ClinicalTrials.gov/show/NCT06221735"
1195,"NCT04557176","TB Screening Improves Preventive Therapy Uptake","TB SCRIPT","Active, not recruiting","No Results Available","Tuberculosis|Latent Tuberculosis|Tuberculosis Prevention|HIV","Device: CRP, point-of-care assay","Microbiologically-confirmed incident TB and all-cause mortality|TB incidence: number diagnosed|TB incidence: incidence|TB incidence: Time to microbiologically-confirmed incident TB diagnosis|TB incidence: incidence rate|TB incidence: drug resistant TB|TB incidence: drug resistant TB among people receiving TPT|Mortality: number of deaths from any cause|Mortality: time to death from any cause|Mortality: all-cause death rate|Mortality: number who died from TB|TPT uptake: number screen-negatives prescribed TPT|TPT uptake: number screen-positives prescribed TPT|TPT uptake: number initiated on TPT|TPT uptake: time to TPT initiation|TPT uptake: number completing TPT|Prevalent TB diagnosis: number microbiologically-confirmed prevalent TB cases detected by screening test|Prevalent TB diagnosis: number microbiologically-confirmed prevalent TB cases missed by screening test|Prevalent TB diagnosis: number diagnosed with microbiologically-confirmed prevalent TB|Prevalent TB treatment: Number treated for prevalent TB|Prevalent TB treatment: number with microbiologically-confirmed prevalent TB completing treatment|Prevalent TB treatment: time to treatment of microbiologically-confirmed prevalent TB","University of California, San Francisco|Makerere University|Infectious Diseases Research Collaboration, Uganda|Johns Hopkins University|National Heart, Lung, and Blood Institute (NHLBI)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1719","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Screening","18-25623|1R61HL146365-01A1","November 16, 2020","March 15, 2025","March 15, 2025","September 21, 2020",,"November 29, 2023","Kampala Capital City Authority Clinic, Kampala, Uganda",,"https://ClinicalTrials.gov/show/NCT04557176"
1196,"NCT02627209","The Serum Angiotensin Converting Enzyme and Lysozyme Levels in Patients Non-infectious and Infectious Uveitis","uveitis","Unknown status","No Results Available","Sarcoidosis|Tuberculosis","Other: spectrophotometric assay|Other: radial immunodiffusion","Analysis of serum angiotensin converting enzyme level|Analysis of serum lysozyme level","Ozlem Sahin|Dünyagöz Hospital","All","9 Years to 86 Years   (Child, Adult, Older Adult)","Not Applicable","280","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","DGH-070","June 2014","February 2016","January 2017","December 10, 2015",,"December 10, 2015","DunyaGoz hospital Tunus caddesi no.28 kavaklidere, Cankaya, Ankara, Turkey",,"https://ClinicalTrials.gov/show/NCT02627209"
1197,"NCT04556981","Safety and Immunogenicity of a Mycobacterium Tuberculosis Vaccine M72/AS01E in Participants With Well-controlled HIV","MESA-TB","Completed","No Results Available","Human Immunodeficiency Virus","Biological: M72/AS01E Mycobacterium tuberculosis vaccine|Biological: Placebo","Number of Participants With Solicited Adverse Events (AEs) Through 7 Days Post Each Dose of Study Intervention|Number of Participants With Unsolicited AEs Through 28 Days Post Each Dose of Study Intervention|Number of Participants With Serious AEs (SAEs) through end of study|Number of Participants With Potential Immune-mediated Diseases (pIMDs)|Number of Participants With Clinically Significant Safety Laboratory Assessments Grade 3 or Above|M72-specific Antibody Concentrations Pre- and Post-vaccination Through the End of the Study|Frequency of M72-specific CD4+ T Cells and CD8+ T Cells Response Pre- and Post-vaccination Through the End of the Study|Magnitude of M72-specific CD4+ T Cells and CD8+ T Cells Response Pre- and Post-vaccination Through the End of the Study|Polyfunctionality of M72-specific CD4+ T cells and CD8+ T cells Response pre- and Post-vaccination Through the End of the Study","Bill & Melinda Gates Medical Research Institute|Wellcome Trust","All","16 Years to 35 Years   (Child, Adult)","Phase 2","402","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","Gates MRI-TBV02-202|221698/Z/20/Z","November 17, 2020","August 12, 2022","August 12, 2022","September 21, 2020",,"June 13, 2023","Wits RHI, Johannesburg, Gauteng, South Africa|Ekhaya VAC, Cape Town, Khayelitsha, South Africa|CAPRISA, Durban, Kwazulu-Natal, South Africa|The Aurum Institute, Klerksdorp, North West, South Africa|Desmond Tutu HIV Foundation, Cape Town, Western Cape, South Africa|SATVI, Worcester, Western Cape, South Africa","""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/81/NCT04556981/Prot_000.pdf|""Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/81/NCT04556981/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT04556981"
1198,"NCT01214993","A Phase 1, Open Label, Placebo-Controlled Study to Evaluate the Effect of GSK1349572 on Iohexol and Para-Aminohippurate Clearance in Healthy Subjects",,"Completed","No Results Available","Infections, Human Immunodeficiency Virus and Tuberculosis","Drug: GSK1349572|Drug: Placebo|Drug: Iohexol Injection|Drug: Para-aminohippurate infusion","Glomerular Filtration Rate (GFR) as measured by iohexol plasma clearance at days -1, 7 and 14|Serum creatinine, creatinine clearance (CrCL) as measured by 24-hour urine collection, and extra-glomerular creatinine excretion (EGCE) at days -1, 7, 14 and follow-up|Serum concentrations of Cystatin-C, 24-hour urinary excretions of albumin, total protein, beta2-microblobulin, N-acetyl-beta-d-glucosaminidase (NAG) and retinol binding protein at days -1, 7, 14 and at follow-up|Effective renal plasma flow (ERPF) as measured by plasma clearance of Para Aminohippurate (PAH) at days -1, 7 and 14|Safety and tolerability parameters, including adverse event, concurrent medication, clinical laboratory and vital signs assessments.|Day 14 GSK1349572 PK parameters including area under the concentration curve (AUC)(0-tau), AUC(0-24), concentration (C)max, C0, and Ctau.","ViiV Healthcare|Shionogi|GlaxoSmithKline","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","38","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","114819","October 2010","November 2010","November 2010","October 5, 2010",,"June 11, 2012","GSK Investigational Site, Minneapolis, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT01214993"
1199,"NCT03822156","Clinical Analysis of the Patients With Cavitary Pulmonary TB and Endobronchial TB in the PPM-UUH Cohort",,"Completed","No Results Available","Tuberculosis|Tuberculosis, Pulmonary|Cavity|Bronchoscopy|Acid Fast Bacilli Infection|Multi-drug Resistant Tuberculosis|Transmission|Insolation","Other: Observation of AFB smear/culture","TLSD|TLCD|ACSD|TCV/RLV|TTV/RLV|Radiological measure for Tb lesions including cavity size, number|Admission Duration|Isolation Duration|Hemoptysis /Bronchial artery embolization (BAE)|TB PCR, XPERT","University of Ulsan|Ulsan University Hospital","All","18 Years and older   (Adult, Older Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","UUlsan|KCT0003707","January 1, 2010","June 30, 2018","June 30, 2018","January 30, 2019",,"June 25, 2019","Ulsan University Hospital, 877 Bangeojin Sunwhando-ro, Ulsan, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT03822156"
